valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,population_iris,pop_15_64_iris,nb_logement_iris,tx_pauvrete_iris,tx_menages_imposables_iris,dec_med_iris,disp_med_iris,tx_impot_iris,part_rev_act_salarie_iris,part_rev_chomage_iris,part_rev_retraites_iris,tx_emploi_15_64_iris,tx_cdi_iris,nb_generalistes_iris,nb_paramed_iris,nb_com_alim_iris,nb_eq_sportif_iris
90000,50,2,3.847492933,43.623806,2418,1836,1574,16.83833408,56.29887055,21428,20247.61905,18.4,59,4.2,28.2,56.31808279,78.25112108,3,16,0,0
285000,101,5,3.891297102,43.60987473,2691,1732,1680,14.43488943,62.53644315,21282,20684,17.7,55.9,3.6,33.4,57.39030023,84.06976744,3,8,3,6
110000,30,2,3.905859947,43.61316299,1817,1331,1098,0,63.66630077,22040,21202.85714,19.6,61.4,3.5,24.7,65.81517656,90.1910828,4,3,1,0
140000,63,3,3.89063406,43.60406494,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
190000,51,2,3.897640944,43.60198212,3904,3211,2728,17.98735369,56.36882129,19928,19496,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0,6,6,2
114000,36,1,3.875415087,43.61283112,2544,2167,2151,32.04874835,41.42427282,15092,15980,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2,4,7,0
160000,49,2,3.892170906,43.60758972,2031,1519,1455,22.06353833,54.93358634,19414,18917,18,54.5,3.6,34.3,49.30875576,77.41935484,5,28,4,1
156800,71,3,3.856770039,43.58614349,3975,2854,1933,19.50290449,52.56518082,18102,18233.84615,15.9,70.7,5.2,15.6,62.64891381,86.01099572,6,18,1,3
97500,33,2,3.841670036,43.62456131,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
114000,38,2,3.844743967,43.63390732,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
228000,89,4,3.851666927,43.60090637,2982,1872,1692,17.78656126,58.52066715,20930,20440,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11,27,7,0
345000,87,3,3.875710964,43.61458206,2544,2167,2151,32.04874835,41.42427282,15092,15980,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2,4,7,0
190700,62,3,3.894417048,43.6031456,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
20000,67,3,3.904279947,43.60240936,5166,3833,3193,15.02021019,62.00519143,20928,20374.66667,20.1,69.4,3.9,15.7,68.92773285,87.69363167,17,43,9,3
280000,86,4,3.859383106,43.59980011,2398,1575,1549,15.30032468,57.18981101,19424,19387.85714,16.6,58.4,3.8,30.7,65.77777778,85.74380165,4,19,3,1
125000,30,1,3.869345903,43.60956573,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
130000,40,2,3.884515047,43.61445236,2424,1596,1314,23.48336595,53.33998006,19168,19004,17.3,52,3.8,32.2,57.33082707,87.6747141,0,6,4,1
130000,42,2,3.884515047,43.61445236,2424,1596,1314,23.48336595,53.33998006,19168,19004,17.3,52,3.8,32.2,57.33082707,87.6747141,0,6,4,1
118404,30,1,3.869345903,43.60956573,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
82000,30,1,3.832762957,43.63299561,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
150000,200,6,3.867187977,43.61271286,2094,1304,1205,11.96738559,65.06276151,25772,24227.5,23.5,48.7,2.8,26.9,65.64417178,78.51002865,9,36,7,0
128500,54,3,3.866894007,43.59283447,5788,3594,3160,21.76228742,50.67014147,17061,17665.33333,14.4,53.1,3.8,37.7,56.78909293,88.28781513,4,28,9,5
300000,331,0,3.879048109,43.60696411,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
91200,35,2,3.853298903,43.62375259,4172,3154,2795,39.91313464,34.23522916,11364,13454.44444,13,63.6,7.1,21.9,51.01458465,77.06167706,6,13,8,0
145000,85,4,3.831527948,43.61349869,2054,1378,1238,24.31546923,52.47148289,17408,17600,15.2,59.4,5.7,26.6,60.74020319,88.75816993,3,14,4,3
120000,44,2,3.883889914,43.62014008,2540,1854,1640,20.30123038,55.56396669,19238,19206.08696,18.3,60.8,3.7,24,57.60517799,79.33261572,5,24,10,4
189000,63,3,3.892266989,43.60817719,2031,1519,1455,22.06353833,54.93358634,19414,18917,18,54.5,3.6,34.3,49.30875576,77.41935484,5,28,4,1
108000,38,2,3.835290909,43.61836243,3983,2547,1846,41.76058483,32.55813953,10480,13344.66667,12.5,56.6,6.2,30.3,44.16961131,76.42928786,2,11,2,0
60747,28,1,3.84228301,43.62889862,2418,1836,1574,16.83833408,56.29887055,21428,20247.61905,18.4,59,4.2,28.2,56.31808279,78.25112108,3,16,0,0
1000,128,5,3.884232044,43.60647964,2668,1928,2125,22.99237326,51.57740279,18724,18502,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5,13,7,1
180000,33,2,3.841670036,43.62456131,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
180000,33,2,3.841670036,43.62456131,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
170000,73,3,3.877476931,43.61283493,2544,2167,2151,32.04874835,41.42427282,15092,15980,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2,4,7,0
93000,22,1,3.862864017,43.62407684,2753,2242,1857,14.36657682,61.96498054,24986,23408.8,22.2,56.4,3.2,22,44.11239964,66.2004662,11,55,3,4
60000,20,1,3.883054972,43.59500504,3654,2236,1864,31.82764108,45.84031267,13898,15731.42857,13.8,60.4,5.3,28,61.58318426,82.9248366,1,13,10,4
82300,59,2,3.818814039,43.64004517,3945,2354,1526,50.13166557,24.3902439,8150,12217.3913,9,60,8.4,27.3,40.27187766,76.33410673,2,4,3,1
71300,25,1,3.849117994,43.63679886,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
288000,115,1,3.834736109,43.63162231,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
98000,21,0,3.878148079,43.60744476,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
198100,100,5,3.855108023,43.60201645,2982,1872,1692,17.78656126,58.52066715,20930,20440,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11,27,7,0
244500,86,4,3.821161985,43.63576508,3207,2002,1122,46.69589219,28.12812813,8418,12638.26087,10.2,56.3,6.4,32.6,36.56343656,83.94698085,7,18,15,1
244700,83,4,3.855458975,43.60107422,2982,1872,1692,17.78656126,58.52066715,20930,20440,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11,27,7,0
140085,21,1,3.894635916,43.59975052,1877,1352,1155,20.01128987,50.74798619,18344,18637.10526,16.3,57.3,3.9,30.6,56.36094675,87.82234957,0,3,2,8
140085,21,1,3.894635916,43.59975052,1877,1352,1155,20.01128987,50.74798619,18344,18637.10526,16.3,57.3,3.9,30.6,56.36094675,87.82234957,0,3,2,8
280000,15,0,3.87955904,43.58187485,4098,2822,2013,34.24868472,31.48571429,11750,14575.33333,10.8,73.9,8.4,14,54.96102055,84.22131148,1,2,5,4
280000,15,0,3.87955904,43.58187485,4098,2822,2013,34.24868472,31.48571429,11750,14575.33333,10.8,73.9,8.4,14,54.96102055,84.22131148,1,2,5,4
280000,16,0,3.87955904,43.58187485,4098,2822,2013,34.24868472,31.48571429,11750,14575.33333,10.8,73.9,8.4,14,54.96102055,84.22131148,1,2,5,4
170000,60,2,3.895334005,43.60663986,2031,1519,1455,22.06353833,54.93358634,19414,18917,18,54.5,3.6,34.3,49.30875576,77.41935484,5,28,4,1
265000,20,1,3.832005978,43.62097168,3675,2183,1330,50.24383447,25.74850299,7782,12183.6,8.8,59.1,7.5,28.2,35.77645442,80.42857143,5,24,12,15
265000,24,2,3.832005978,43.62097168,3675,2183,1330,50.24383447,25.74850299,7782,12183.6,8.8,59.1,7.5,28.2,35.77645442,80.42857143,5,24,12,15
265000,33,2,3.832005978,43.62097168,3675,2183,1330,50.24383447,25.74850299,7782,12183.6,8.8,59.1,7.5,28.2,35.77645442,80.42857143,5,24,12,15
265000,19,1,3.832005978,43.62097168,3675,2183,1330,50.24383447,25.74850299,7782,12183.6,8.8,59.1,7.5,28.2,35.77645442,80.42857143,5,24,12,15
265000,20,1,3.832005978,43.62097168,3675,2183,1330,50.24383447,25.74850299,7782,12183.6,8.8,59.1,7.5,28.2,35.77645442,80.42857143,5,24,12,15
162000,68,3,3.834542036,43.63044357,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
60000,17,1,3.878523111,43.61500549,2851,2277,2237,20.14453478,52.28426396,19866,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5,21,18,0
262000,100,5,3.876403093,43.6095047,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
86000,30,2,3.881997108,43.60294342,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
185000,103,4,3.872008085,43.58603668,456,332,200,19.50290449,52.56518082,18102,18233.84615,15.9,70.7,5.2,15.6,61.14457831,88.88888889,0,2,1,3
135000,66,3,3.892467976,43.5929451,3009,2000,1825,15.11279382,62.63595649,21494,20615,18.7,58.8,3.3,27.7,60.35,84.62273161,6,12,5,2
175000,44,2,3.859335899,43.58147049,3975,2854,1933,19.50290449,52.56518082,18102,18233.84615,15.9,70.7,5.2,15.6,62.64891381,86.01099572,6,18,1,3
120000,46,2,3.845447063,43.6044426,4258,2866,2198,23.52122477,51.64147994,16308,17357.2,17.3,55.4,4.5,27.7,59.4905792,85.87837838,2,8,4,1
195000,65,3,3.869631052,43.59087372,5788,3594,3160,21.76228742,50.67014147,17061,17665.33333,14.4,53.1,3.8,37.7,56.78909293,88.28781513,4,28,9,5
60000,20,1,3.867811918,43.63692474,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
182000,78,3,3.851666927,43.60090637,2982,1872,1692,17.78656126,58.52066715,20930,20440,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11,27,7,0
75000,20,1,3.872486115,43.62868881,4247,3180,2832,29.44006415,48.19277108,15864,16658,17.3,58.2,3.5,27,48.4591195,73.10149042,7,23,10,0
164000,48,2,3.873383045,43.6305542,4247,3180,2832,29.44006415,48.19277108,15864,16658,17.3,58.2,3.5,27,48.4591195,73.10149042,7,23,10,0
75725,37,2,3.869035959,43.60473251,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
104000,45,2,3.883611917,43.59542084,2976,1800,1691,16.79723083,63.01684533,21808,20867,20.2,51.7,3.2,30.9,56.16666667,85.73113208,3,27,4,1
122810,43,3,3.876235962,43.61047363,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
125000,8,1,3.879859924,43.60486603,2515,1962,1978,25.92592593,49.23599321,18062,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8,17,39,1
330000,80,4,3.870214939,43.60172653,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
120500,68,4,3.864363909,43.59789658,2982,1872,1692,17.78656126,58.52066715,20930,20440,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11,27,7,0
69240,24,1,3.834146023,43.60878372,4188,2918,2027,16.44876523,61.18791603,20392,20190.76923,18.7,59.2,3.6,26.3,63.84509938,85.5176541,3,25,2,4
60960,26,1,3.833475113,43.63911438,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
105220,12,1,3.873610973,43.60826111,2437,2085,1915,27.59253594,45.23135033,16102,16792.66667,19.6,56.5,6,17.2,48.53717026,60.14580802,3,4,17,1
42000,19,1,3.876374006,43.58156586,4098,2822,2013,34.24868472,31.48571429,11750,14575.33333,10.8,73.9,8.4,14,54.96102055,84.22131148,1,2,5,4
91000,34,2,3.888464928,43.62105942,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
65400,20,1,3.863720894,43.62471771,2325,1932,1172,20.23583111,51.64319249,20168,20015,18.2,64.4,3,22.5,39.07867495,68.04123711,6,14,1,0
147500,73,4,3.901190996,43.60603333,3904,3211,2728,17.98735369,56.36882129,19928,19496,19.8,71.3,4.6,15.4,52.72500779,77.73512476,0,6,6,2
109000,52,2,3.859983921,43.58612442,3975,2854,1933,19.50290449,52.56518082,18102,18233.84615,15.9,70.7,5.2,15.6,62.64891381,86.01099572,6,18,1,3
186000,78,3,3.830676079,43.63444519,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
150000,57,3,3.8781569,43.61039352,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
107500,39,2,3.873455048,43.61005783,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
107500,20,1,3.873455048,43.61005783,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
237000,70,3,3.874110937,43.60951996,2437,2085,1915,27.59253594,45.23135033,16102,16792.66667,19.6,56.5,6,17.2,48.53717026,60.14580802,3,4,17,1
114500,30,2,3.869791985,43.6385994,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
267000,87,4,3.857435942,43.64125824,2162,1525,1235,14.02700033,56.67915106,22990,21681.42857,22.4,56.3,3.2,22.4,52,75.95473833,1,0,5,8
190000,69,3,3.837944031,43.63079453,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
173000,44,2,3.859335899,43.58147049,3975,2854,1933,19.50290449,52.56518082,18102,18233.84615,15.9,70.7,5.2,15.6,62.64891381,86.01099572,6,18,1,3
174400,74,4,3.899475098,43.61402893,1978,1170,972,13.06226175,64.7183847,22728,21695.33333,21,49.3,3.2,33.4,61.1965812,85.50488599,3,9,0,0
83000,30,2,3.885912895,43.60567474,2668,1928,2125,22.99237326,51.57740279,18724,18502,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5,13,7,1
240000,75,3,3.881011009,43.62227631,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
97000,32,2,3.879071951,43.61553574,2851,2277,2237,20.14453478,52.28426396,19866,19507.16667,19.5,62.2,4.7,18.3,51.69082126,67.51219512,5,21,18,0
65960,25,1,3.833475113,43.63911438,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
65960,25,1,3.833475113,43.63911438,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
150000,89,4,3.889615059,43.59366226,3009,2000,1825,15.11279382,62.63595649,21494,20615,18.7,58.8,3.3,27.7,60.35,84.62273161,6,12,5,2
142550,49,2,3.892266989,43.60817719,2031,1519,1455,22.06353833,54.93358634,19414,18917,18,54.5,3.6,34.3,49.30875576,77.41935484,5,28,4,1
115000,63,4,3.885207891,43.60089874,2888,1851,1605,22.36770322,50.80882353,17720,18040.37037,15,57.3,4.4,30.6,56.29389519,80.57080132,3,6,3,1
100000,66,3,3.87023592,43.59969711,3521,2139,1905,21.78927681,53.0956848,17972,17921.33333,16.6,51.6,4.2,35.2,58.39177186,79.1776028,2,10,6,2
160000,45,3,3.877995968,43.60880661,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
322550,53,2,3.876018047,43.61057281,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
322550,38,2,3.876018047,43.61057281,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
157000,67,3,3.857017994,43.60245514,2982,1872,1692,17.78656126,58.52066715,20930,20440,18.8,50.2,3.1,31.3,58.86752137,82.01438849,11,27,7,0
80500,27,1,3.862962961,43.60582352,3634,2478,2076,28.9322444,50.88253195,16894,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3,23,14,0
108000,26,1,3.876607895,43.61267471,2544,2167,2151,32.04874835,41.42427282,15092,15980,18.2,61.5,4.8,18.7,42.77803415,61.8226601,2,4,7,0
142000,72,3,3.84401989,43.64139175,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
101000,29,1,3.860744953,43.62613297,2309,1923,1591,29.9025974,44.11764706,15834,16761.97436,17.1,63.4,4.8,21.4,39.72958918,68.59623734,1,13,0,2
140000,49,2,3.842632055,43.64047241,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
320000,65,3,3.877078056,43.63564301,2004,1469,1177,0,73.7514518,35034,31678.66667,30,46.1,1.9,23,56.70524166,74.72,0,5,1,1
206000,44,2,3.877078056,43.63564301,2004,1469,1177,0,73.7514518,35034,31678.66667,30,46.1,1.9,23,56.70524166,74.72,0,5,1,1
206000,43,2,3.877078056,43.63564301,2004,1469,1177,0,73.7514518,35034,31678.66667,30,46.1,1.9,23,56.70524166,74.72,0,5,1,1
110000,45,2,3.875251055,43.60983658,2370,2050,1938,20.94117647,54.52812202,21298,20329.04762,23.7,54.9,4.1,18.3,45.70731707,62.55144033,11,9,24,0
88000,66,3,3.826673031,43.61449051,2594,1881,1471,38.16155989,33.86287625,11316,13993.33333,11.9,66.4,7.3,20.2,53.42902711,80.6345733,4,7,5,1
178500,65,3,3.836600065,43.63146973,5367,3752,2500,17.51071967,54.33862434,19234,19623.33333,16.5,77.7,4.3,10.3,66.09808102,82.1587868,5,30,2,3
197000,89,5,3.892467976,43.5929451,3009,2000,1825,15.11279382,62.63595649,21494,20615,18.7,58.8,3.3,27.7,60.35,84.62273161,6,12,5,2
122500,41,1,3.876065969,43.6075592,2437,2085,1915,27.59253594,45.23135033,16102,16792.66667,19.6,56.5,6,17.2,48.53717026,60.14580802,3,4,17,1
84300,20,1,3.886220932,43.60376358,2668,1928,2125,22.99237326,51.57740279,18724,18502,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5,13,7,1
71000,29,1,3.876374006,43.58156586,4098,2822,2013,34.24868472,31.48571429,11750,14575.33333,10.8,73.9,8.4,14,54.96102055,84.22131148,1,2,5,4
60000,23,1,3.872581005,43.62077713,2967,2251,2021,23.52941176,53.83244207,19814,19367.41935,20.7,54.9,3.9,25.1,46.82363394,75.51252847,9,21,7,0
281505,72,3,3.875274897,43.60654831,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
109100,25,1,3.869348049,43.61505127,2753,2242,1857,14.36657682,61.96498054,24986,23408.8,22.2,56.4,3.2,22,44.11239964,66.2004662,11,55,3,4
212500,80,4,3.869123936,43.60513306,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
60000,19,1,3.857794046,43.61231995,2849,1777,1671,25.86307782,53.75816993,18406,18621.5,19.5,50.6,3.6,30.4,58.97580191,79.37062937,3,28,6,5
84900,30,1,3.845293999,43.62835312,2418,1836,1574,16.83833408,56.29887055,21428,20247.61905,18.4,59,4.2,28.2,56.31808279,78.25112108,3,16,0,0
103000,36,2,3.844743967,43.63390732,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
65800,30,1,3.874063015,43.60075378,4567,3372,3077,21.86794208,55.66762728,20564,19764,19.9,54.9,3.9,26.2,55.10083037,76.66882696,10,36,14,1
151100,45,2,3.863204956,43.61901855,2731,1826,1571,17.53648281,61.00872939,22862,21669.04762,21.9,55.8,2.7,25.3,54.3263965,78.84378844,8,19,6,1
73619,31,1,3.840836048,43.62771988,2418,1836,1574,16.83833408,56.29887055,21428,20247.61905,18.4,59,4.2,28.2,56.31808279,78.25112108,3,16,0,0
112500,66,4,3.888395071,43.61472321,2424,1596,1314,23.48336595,53.33998006,19168,19004,17.3,52,3.8,32.2,57.33082707,87.6747141,0,6,4,1
185000,63,3,3.869401932,43.60541916,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
162000,88,4,3.821079969,43.64134979,3945,2354,1526,50.13166557,24.3902439,8150,12217.3913,9,60,8.4,27.3,40.27187766,76.33410673,2,4,3,1
86000,30,1,3.845392942,43.64085388,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
155000,70,2,3.851537943,43.61169434,2849,1777,1671,25.86307782,53.75816993,18406,18621.5,19.5,50.6,3.6,30.4,58.97580191,79.37062937,3,28,6,5
164000,64,3,3.896126032,43.60465622,3997,3062,2969,22.69796234,49.74160207,17299,17383.33333,16,67.2,5.1,20.1,57.90333116,76.8907563,2,6,6,0
104000,47,2,3.849227905,43.62016678,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
195000,70,3,3.906580925,43.61353302,1817,1331,1098,0,63.66630077,22040,21202.85714,19.6,61.4,3.5,24.7,65.81517656,90.1910828,4,3,1,0
68000,19,1,3.868047953,43.63669968,5483,4949,3803,30.86795736,40.8929837,15398,16239,17.2,62.8,4,20.9,32.00646595,64.03806934,3,18,3,3
138000,72,4,3.865065098,43.62555313,2325,1932,1172,20.23583111,51.64319249,20168,20015,18.2,64.4,3,22.5,39.07867495,68.04123711,6,14,1,0
67000,20,1,3.854439974,43.62096405,4172,3154,2795,39.91313464,34.23522916,11364,13454.44444,13,63.6,7.1,21.9,51.01458465,77.06167706,6,13,8,0
62000,15,1,3.867021084,43.60995102,2440,1868,1590,22.80461032,52.78884462,20140,19768.46154,23.7,51.8,3.9,20.9,47.43040685,74.70414201,8,22,7,1
94530,38,0,3.883608103,43.6051445,2668,1928,2125,22.99237326,51.57740279,18724,18502,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5,13,7,1
78000,28,1,3.890530109,43.60660553,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
77000,28,2,3.892520905,43.59818268,3009,2000,1825,15.11279382,62.63595649,21494,20615,18.7,58.8,3.3,27.7,60.35,84.62273161,6,12,5,2
77000,28,2,3.892520905,43.59818268,3009,2000,1825,15.11279382,62.63595649,21494,20615,18.7,58.8,3.3,27.7,60.35,84.62273161,6,12,5,2
92500,49,2,3.8413589,43.62343216,4326,2883,2370,46.327142,39.43580887,9726,12744.66667,13.5,60.6,6.8,26.2,46.93028096,69.46386946,3,9,13,5
321300,94,4,3.889950037,43.62218475,3680,2452,2489,13.64497789,65.76177285,24186,23020.5,20.9,51.1,2.8,33.7,60.27732463,82.03062047,5,10,4,1
185000,62,3,3.887358904,43.60279846,2888,1851,1605,22.36770322,50.80882353,17720,18040.37037,15,57.3,4.4,30.6,56.29389519,80.57080132,3,6,3,1
122000,39,2,3.886220932,43.60376358,2668,1928,2125,22.99237326,51.57740279,18724,18502,18.6,55.7,4.3,26.3,50.88174274,78.13578826,5,13,7,1
44450,12,2,3.883641958,43.60186386,3169,2458,2164,25.78139449,42.13230572,15536,16781.11111,15.7,64.3,5.9,20.1,51.54597234,70.77338129,3,15,13,0
58500,25,1,3.833475113,43.63911438,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
170000,65,2,3.879869938,43.60496902,2515,1962,1978,25.92592593,49.23599321,18062,18148.66667,19.4,57.4,4.7,22.7,44.08766565,79.44444444,8,17,39,1
240000,80,4,3.882766008,43.6084938,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
175000,42,2,3.873364925,43.6183548,2967,2251,2021,23.52941176,53.83244207,19814,19367.41935,20.7,54.9,3.9,25.1,46.82363394,75.51252847,9,21,7,0
349000,83,4,3.862936974,43.58538055,3975,2854,1933,19.50290449,52.56518082,18102,18233.84615,15.9,70.7,5.2,15.6,62.64891381,86.01099572,6,18,1,3
89500,22,1,3.885495901,43.62682343,3375,2360,1865,10.09530533,71.20567376,26816,25518,23.9,53.9,2.2,25,65.29661017,83.18794607,6,16,3,1
107000,40,2,3.867059946,43.61711502,2753,2242,1857,14.36657682,61.96498054,24986,23408.8,22.2,56.4,3.2,22,44.11239964,66.2004662,11,55,3,4
584300,121,5,3.869827032,43.61355972,1712,1409,1226,19.0990991,58.13648294,23970,22888,24.9,49,3.3,18,47.12562101,66.66666667,9,19,5,2
230000,104,5,3.887976885,43.5995636,2888,1851,1605,22.36770322,50.80882353,17720,18040.37037,15,57.3,4.4,30.6,56.29389519,80.57080132,3,6,3,1
83000,28,1,3.844743967,43.63390732,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
64000,18,1,3.857794046,43.61231995,2849,1777,1671,25.86307782,53.75816993,18406,18621.5,19.5,50.6,3.6,30.4,58.97580191,79.37062937,3,28,6,5
74000,22,1,3.844743967,43.63390732,3898,3522,3172,27.4086786,42.31378764,15726,16713.33333,16.2,69.1,5.3,16.2,39.23906871,60.79501169,0,10,1,0
76500,22,1,3.868901014,43.60754013,4826,3768,3138,29.54889113,47.60353653,16682,16927,16.8,60.9,6.2,19.9,48.85881104,72.20052083,5,31,30,2
70200,19,1,3.878112078,43.60851288,4579,3700,3448,23.30302046,56.09625668,21635,20964.5,23.1,52.6,3.5,23.4,47.56756757,68.37725381,14,27,19,1
80000,21,1,3.88973403,43.60687256,2878,2008,2022,15.31072339,62.33766234,22704,21582,20.4,43.6,2.4,44.3,43.22709163,74.67362924,7,33,14,6
160000,81,4,3.862129927,43.6048851,3634,2478,2076,28.9322444,50.88253195,16894,17232.5,16.6,59.2,5.4,24.5,54.64083939,81.9897084,3,23,14,0
124000,51,2,3.840982914,43.63929367,5107,3986,2893,25.62361077,45.48889939,15696,16668,16.5,68.7,5.1,15.2,55.06773708,75.24752475,2,13,2,3
